Geographic Area,City,Median Income
OH,Chardon city,58529
WA,Grand Mound ,58529
NJ,Pennsville ,58533
AZ,Pinedale ,58534
IL,Cerro Gordo village,58537
IL,Elwood village,58542
MN,Lastrup city,58542
ND,Arthur city,58542
PA,Turbotville borough,58542
OH,Zanesfield village,58571
OH,Wadsworth city,58572
TX,Northlake town,58583
HI,Pakala Village ,58594
PA,Centre Hall borough,58594
MO,Altenburg city,58603
WA,Lynden city,58604
NY,Rosendale Hamlet ,58618
CO,Palmer Lake town,58621
NY,Maybrook village,58621
TX,Kilgore city,58643
MI,Hemlock ,58646
TN,Castalian Springs ,58646
UT,Peoa ,58646
NC,Lowesville ,58650
FL,The Hammocks ,58655
WI,Mazomanie village,58661
MA,Ipswich ,58673
PA,Lansdale borough,58678
DE,Wyoming town,58681
FL,"Islamorada, Village of Islands village",58686
VA,Hollins ,58687
TX,Red Lick city,58690
NY,Clarkson ,58700
CT,Woodbury Center ,58704
IL,Hickory Hills city,58709
OH,Waynesville village,58711
WA,Birch Bay ,58715
KS,Park City city,58719
IA,Coralville city,58744
AK,South Naknek ,58750
AR,Wiederkehr Village city,58750
CO,Kiowa town,58750
CO,Montezuma town,58750
FL,Pineland ,58750
GA,Matthews ,58750
GA,Taylorsville town,58750
IL,Sadorus village,58750
IN,Dayton town,58750
IA,Clemons city,58750
IA,De Witt city,58750
IA,Halbur city,58750
IA,Hardy city,58750
IA,Lake Park city,58750
KS,Radium city,58750
MD,Girdletree ,58750
MD,Goldsboro town,58750
MI,Eagle Harbor ,58750
MN,Bellechester city,58750
MN,Cedar Mills city,58750
MN,Gary city,58750
MN,Utica city,58750
MO,Ashley ,58750
MO,De Kalb town,58750
MO,Iatan village,58750
NE,Funk village,58750
NE,Lebanon village,58750
NV,Hiko ,58750
NM,El Cerro ,58750
NY,Loch Sheldrake ,58750
NY,Morristown village,58750
NY,Nichols village,58750
NY,Ocean Beach village,58750
NY,Ticonderoga ,58750
NC,Highlands town,58750
ND,Brocket city,58750
ND,Golden Valley city,58750
OH,Moscow village,58750
OK,Manchester town,58750
OR,Tutuilla ,58750
PA,Frankfort Springs borough,58750
PA,Mount Morris ,58750
PA,New Castle Northwest ,58750
SD,Onida city,58750
TN,Powells Crossroads town,58750
TX,Appleby city,58750
TX,Highland Haven city,58750
TX,Pettus ,58750
UT,Deweyville town,58750
VA,Big Island ,58750
WA,Centerville ,58750
WA,Metaline town,58750
VA,Fort Lee ,58769
PA,Monroeville municipality,58778
IN,Edgewood town,58785
CA,Denair ,58802
UT,Grantsville city,58802
TN,Millersville city,58803
TX,Crane city,58803
NJ,Alpha borough,58804
OH,Trenton city,58814
SD,Rapid Valley ,58814
WI,Columbus city,58818
NY,Sackets Harbor village,58819
NJ,Westville borough,58824
WI,Como ,58824
IA,Springville city,58825
NC,Garner town,58825
FL,Buckingham ,58826
WI,Spring Green village,58833
NC,Clayton town,58837
GA,Midway city,58846
IN,Clermont town,58846
WI,Holmen village,58852
AR,Natural Steps ,58854
NY,Port Gibson ,58854
KS,Eudora city,58857
MT,Camp Three ,58864
OK,Lahoma town,58864
IN,Trafalgar town,58869
MS,Hernando city,58870
AZ,Pinetop-Lakeside town,58875
VA,Greenville ,58875
UT,Springville city,58880
AZ,Village of Oak Creek (Big Park) ,58882
AR,Rockwell ,58882
MD,Suitland ,58884
FL,Apopka city,58885
NY,Ridge ,58885
TX,Jamaica Beach city,58889
CA,Vandenberg AFB ,58893
IL,Bradley village,58901
ND,Bismarck city,58901
VA,Gasburg ,58902
AL,Westover town,58906
IN,Oldenburg town,58906
WA,Wilkeson town,58906
WI,Auburndale village,58906
OK,Collinsville city,58909
MO,Maryland Heights city,58911
NE,Seward city,58914
MI,Haslett ,58916
PA,Shartlesville ,58920
OH,Harrison city,58922
MD,East Riverdale ,58930
AZ,Buckeye town,58939
HI,Waimea  (Hawaii County),58941
UT,Samak ,58942
TX,Lindale city,58946
FL,Niceville city,58954
MA,Leominster city,58955
KY,High Bridge ,58968
WI,Mosinee city,58971
MI,Lowell city,58979
NM,West Hammond ,58990
CO,Golden city,58998
IL,Gifford village,59000
NY,Churchville village,59000
WI,Hazel Green village,59000
IA,Sully city,59018
VA,Quantico Base ,59019
ND,Newburg city,59028
FL,Grant-Valkaria town,59038
NJ,Upper Pohatcong ,59038
MN,Maple Plain city,59042
NY,Yonkers city,59049
PA,Parkesburg borough,59059
IA,Calumet city,59063
MN,Easton city,59063
NE,Palmyra village,59063
IL,Colona city,59071
ND,Mandan city,59078
KS,Clearwater city,59083
AZ,Sierra Vista city,59091
GA,Sunnyside ,59096
KY,Woodlawn city,59107
PA,Willow Street ,59107
SD,Mellette city,59107
WY,Saratoga town,59120
TN,Middle Valley ,59122
FL,Fruitville ,59133
NC,Winterville town,59135
VA,Gwynn ,59135
NY,Williamsville village,59149
DE,Edgemoor ,59155
FL,Harold ,59158
IN,Cannelburg town,59167
IA,Granville city,59167
MD,Choptank ,59167
PA,Atglen borough,59167
PA,Geneva ,59167
TX,Bayside town,59167
TX,Wimberley city,59167
WA,Rockford town,59167
VT,Wilder ,59179
MN,Crystal city,59188
CA,Avalon city,59191
OK,Hennessey town,59194
MI,Chums Corner ,59205
PA,Freemansburg borough,59205
TX,Westdale ,59205
NY,Minoa village,59209
OH,Marysville city,59213
CA,Catheys Valley ,59219
MI,West Ishpeming ,59236
AK,Seldovia Village ,59250
ID,Riverside ,59250
IA,Boyden city,59250
WA,Lind town,59250
NY,Island Park village,59254
CO,Shaw Heights ,59258
TX,DeSoto city,59260
AL,Fort Rucker ,59265
NY,West Seneca ,59265
WI,Hanover ,59271
WI,Howard village,59273
MA,Northampton city,59274
WA,Fairwood  (Spokane County),59276
NJ,Lawnside borough,59279
MD,Carney ,59282
MT,Power ,59286
NY,Fabius village,59286
TX,Tioga town,59286
VA,Onley town,59286
MI,Chelsea city,59292
WA,Spanaway ,59303
CA,Forest Meadows ,59306
FL,St. Lucie Village town,59306
PA,Harmony borough,59306
VT,East Middlebury ,59306
WA,Eatonville town,59306
UT,Harrisville city,59307
UT,Coalville city,59309
GA,Sunset Village ,59310
AL,Satsuma city,59311
AK,Funny River ,59314
TX,Odessa city,59337
MN,Janesville city,59340
MD,Brooklyn Park ,59343
OH,Newport  (Washington County),59345
WA,Auburn city,59347
PA,East York ,59354
AK,Port Heiden city,59375
CA,Pine Grove ,59375
DE,Houston town,59375
FL,Cinco Bayou town,59375
GA,Talmo town,59375
IA,Blanchard city,59375
IA,Breda city,59375
MN,Regal city,59375
MO,Kimmswick city,59375
NC,Vann Crossroads ,59375
SD,Quinn town,59375
WI,Rudolph village,59375
DE,Brookside ,59392
PA,Brownstown ,59398
FL,Winter Park city,59405
NY,Highland ,59406
TN,Fairview city,59406
WA,Lacey city,59407
NC,Lake Lure town,59408
WA,Rochester ,59409
WI,Hortonville village,59417
CA,Dustin Acres ,59423
KS,Bucyrus ,59423
MN,Newport city,59423
FL,Bay Harbor Islands town,59444
IN,Kouts town,59444
OH,Beulah Beach ,59444
OK,Glenpool city,59444
SD,Alpena town,59444
PA,Deer Lake ,59447
IA,Earlham city,59455
NY,Napeague ,59458
IA,Earlville city,59464
NC,Oakboro town,59464
TX,Pine Island town,59464
WA,Blaine city,59464
WI,New Glarus village,59464
MN,St. Paul Park city,59470
CO,Berthoud town,59477
WI,Pewaukee village,59478
WI,Bohners Lake ,59481
WV,Charles Town city,59483
UT,White City ,59495
IL,Arenzville village,59500
ND,Anamoose city,59500
OH,Ottoville village,59500
VA,Union Hall ,59500
WY,Bairoil town,59500
NM,Las Nutrias ,59524
HI,Haliimaile ,59526
OH,Maumee city,59529
NE,Hershey village,59531
CA,Rowland Heights ,59534
NJ,Jersey City city,59537
IL,Orion village,59539
VA,Weyers Cave ,59540
IN,Greenville town,59545
MD,Greensburg ,59545
WI,Waukesha city,59547
PA,Glen Rock borough,59549
CA,Edwards AFB ,59554
KS,Valley Center city,59556
WI,Kewaskum village,59559
IL,Le Roy city,59564
WA,Summit View ,59578
CO,Morrison town,59583
IL,Franklin village,59583
MO,Farley village,59583
MO,Lohman city,59583
OK,Empire City town,59583
TX,Chandler city,59583
TX,Wildwood ,59583
HI,Kealakekua ,59609
PA,Penn Estates ,59609
VA,Lyndhurst ,59612
MD,North East town,59614
NY,Galway village,59615
TX,Dripping Springs city,59618
UT,Aurora city,59625
WA,Brush Prairie ,59625
CT,Quinebaug ,59638
HI,Lihue ,59640
CT,Blue Hills ,59643
MD,Rawlings ,59643
NJ,East Franklin ,59643
KS,Hesston city,59646
AL,New Market ,59653
WI,Stoughton city,59657
CO,Crested Butte town,59659
KY,Georgetown city,59661
OH,Union city,59665
TX,Muenster city,59667
FL,Olympia Heights ,59668
OH,South Euclid city,59669
WI,Twin Lakes village,59671
FL,Davie town,59680
IA,Struble city,59688
MI,Maybee village,59688
MN,Borup city,59688
MN,Sobieski city,59688
NJ,Mountain Lake ,59688
NY,South Hill ,59688
ND,Montpelier city,59688
OH,Doylestown village,59688
MD,Emmitsburg town,59698
RI,Cranston city,59701
FL,Keystone Heights city,59702
PA,Telford borough,59706
MA,Barnstable Town city,59711
DE,Camden town,59721
TX,New Braunfels city,59721
IN,Hanna ,59722
PA,Mechanicsburg borough,59722
CA,Sunnyside-Tahoe City ,59727
OH,Candlewood Lake ,59738
IN,Monrovia town,59750
IA,Readlyn city,59750
NC,North Topsail Beach town,59750
WA,Steilacoom town,59750
CA,Norwalk city,59756
AZ,San Tan Valley ,59769
PA,Wernersville borough,59777
OH,Bridgetown ,59780
NM,San Pedro ,59787
NC,Creedmoor city,59792
OR,Oceanside ,59792
SC,Reidville town,59792
TX,Sanctuary town,59792
FL,Newberry city,59801
NY,Thousand Island Park ,59803
AR,Avilla ,59806
NJ,Blackwood ,59808
MI,Holt ,59813
FL,Big Pine Key ,59821
IL,North Riverside village,59821
MN,Hallock city,59821
UT,Fairview city,59821
WI,Pembine ,59821
IN,Osceola town,59832
IN,Yorktown town,59833
MA,Ocean Grove ,59833
PA,Toftrees ,59837
ME,York Harbor ,59840
CA,Old Fig Garden ,59844
FL,Lake Mystic ,59844
WI,Blue Mounds village,59844
WA,Clover Creek ,59848
NY,Busti ,59861
PA,Fivepointville ,59864
PA,West Wyomissing ,59868
TX,Devine city,59891
PA,Oakmont borough,59893
HI,Wailea ,59902
AL,Pinson city,59909
ME,Kennebunk ,59911
WI,Union Grove village,59913
OH,Apple Valley ,59915
AZ,Surprise city,59916
TX,Liberty City ,59919
WY,Osage ,59924
CA,Ridgecrest city,59936
NY,Glens Falls North ,59938
IL,Glendale Heights village,59947
IL,Fairview Heights city,59948
IN,Plainfield town,59951
SC,Mauldin city,59960
CA,Tarpey Village ,59969
PA,Prospect Park borough,59977
FL,St. Augustine South ,59979
NC,Murraysville ,59993
CO,Nederland town,60000
DE,Slaughter Beach town,60000
ID,Troy city,60000
IL,Allerton village,60000
IL,Broadlands village,60000
IL,Kirkland village,60000
IN,Indian Village town,60000
KS,Schoenchen city,60000
MD,Church Creek town,60000
MI,Bay View ,60000
MI,Saugatuck city,60000
MN,Fountain city,60000
NE,Ithaca village,60000
NE,Riverdale village,60000
NY,Black River village,60000
NY,Long Lake ,60000
NY,Union Springs village,60000
ND,Bucyrus city,60000
ND,Kindred city,60000
OH,Farmersville village,60000
OH,South Vienna village,60000
PA,Lake Winola ,60000
PA,Parkside borough,60000
SC,Williams town,60000
TX,Aubrey city,60000
UT,Scipio town,60000
WI,Baileys Harbor ,60000
WI,Cleveland village,60000
WI,Hollandale village,60000
WI,Kekoskee village,60000
WI,Rockland village,60000
WI,Woodman village,60000
MD,Milford Mill ,60011
NJ,Kearny town,60015
CA,Riverbank city,60017
OR,Dillard ,60019
CA,Bermuda Dunes ,60020
LA,Watson ,60045
UT,Payson city,60048
IL,Dwight village,60049
MD,Chillum ,60055
FL,Safety Harbor city,60056
NC,Carolina Beach town,60057
WY,Douglas city,60060
LA,Addis town,60063
OH,Buchtel village,60063
WA,Zillah city,60068
TX,Claude city,60069
PA,Mohrsville ,60074
IA,Gladbrook city,60078
FL,River Ridge ,60083
MI,Sterling Heights city,60089
CA,Elverta ,60096
MS,Lyon town,60096
WA,Longview Heights ,60098
CA,Running Springs ,60109
WA,Gleed ,60116
NY,Holland ,60125
PA,Kenhorst borough,60128
NY,Lake Erie Beach ,60129
MI,South Rockwood village,60132
PA,Wakefield ,60132
TX,Mission Bend ,60135
OH,Woodstock village,60139
UT,Mayfield town,60139
VT,Perkinsville village,60139
NJ,Burleigh ,60143
FL,East Williston ,60156
OH,St. Johns ,60156
SC,Lugoff ,60156
TX,Gallatin city,60156
AR,Bryant city,60162
NY,Pine Plains ,60167
IL,Hanna City village,60169
UT,Heber city,60171
PA,Arlington Heights ,60179
PA,Hannasville ,60179
UT,Bear River City city,60179
WA,Kent city,60191
PA,Riverview Park ,60200
NE,Rising City village,60208
NJ,Brooklawn borough,60208
ND,Grandin city,60208
SC,Six Mile town,60208
TX,Scotland city,60208
WA,Packwood ,60208
AL,Brook Highland ,60212
MI,Oxford village,60219
FL,Aventura city,60222
WA,Minnehaha ,60236
CT,Madison Center ,60250
IL,Pesotum village,60250
KS,St. George city,60250
OH,Mutual village,60250
CA,La Presa ,60251
OH,Cortland city,60257
WI,Horicon city,60265
MD,Glenarden city,60266
PA,Aaronsburg  (Washington County),60268
NY,Rotterdam ,60269
MT,Lolo ,60276
KY,Worthington Hills city,60278
MD,Edgemont ,60278
MT,King Arthur Park ,60282
OH,Uniontown ,60304
CT,Wallingford Center ,60313
IL,German Valley village,60313
IL,Scottville village,60313
IN,Fairland town,60313
NE,Pleasant Dale village,60313
NH,Raymond ,60313
NY,Bergen village,60313
OH,Brooklyn Heights village,60313
OH,University Heights city,60313
PA,Glen Hope borough,60313
PA,Laporte borough,60313
MN,Maple Lake city,60324
MO,Weston city,60333
OR,Troutdale city,60340
OH,North Kingsville village,60343
HI,Waianae ,60345
IL,Pawnee village,60345
GA,Snellville city,60347
MN,Lewiston city,60347
PA,Jonestown borough,60347
CA,Nipomo ,60348
FL,Winter Garden city,60352
AK,Buckland city,60357
TN,Garland town,60357
MA,Middleborough Center ,60372
NJ,Rahway city,60374
IL,Waynesville village,60375
WA,Clear Lake  (Pierce County),60375
SC,Lexington town,60376
UT,Copperton ,60379
MN,Breezy Point city,60385
NC,Cramerton town,60391
FL,Hosford ,60395
IL,Round Lake Heights village,60403
AL,Franklin town,60417
AR,Wooster town,60417
CA,Big Lagoon ,60417
CA,Yountville city,60417
MN,Norcross city,60417
NH,Hancock ,60417
NM,Lake Arthur town,60417
OR,Lyons city,60417
PA,McKeansburg ,60417
SD,Vivian ,60417
TX,Niederwald city,60417
VA,Irvington town,60417
VA,Sedley ,60417
WI,Marathon City village,60417
WY,Granger town,60417
WA,Anacortes city,60419
OH,Streetsboro city,60423
TX,Stafford city,60423
WV,Valley Bend ,60438
IL,Momence city,60441
IA,Oxford city,60441
PA,Pennwyn ,60446
HI,Maili ,60448
CA,El Paso de Robles (Paso Robles) city,60449
WI,Poynette village,60449
CT,Conning Towers Nautilus Park ,60450
SD,Elkton city,60455
IN,Stockwell ,60459
WA,Marrowstone ,60463
CO,Atwood ,60469
NY,Bliss ,60469
AL,Hackneyville ,60474
CA,Taft Heights ,60485
OH,Kidron ,60486
OH,Middleburg Heights city,60486
IL,Carlyle city,60492
IL,Elgin city,60499
AK,Aniak city,60500
CA,Artois ,60500
IN,Mier ,60500
MO,Village of Four Seasons village,60500
NE,Ceresco village,60500
NY,Scottsburg ,60500
ND,Langdon city,60500
WI,St. Cloud village,60500
IL,Red Bud city,60511
MN,Geneva city,60511
PA,Valley View  (York County),60517
SD,Dell Rapids city,60532
IL,Grant Park village,60536
IA,Badger city,60536
NY,Windsor village,60536
ND,Granville city,60536
PA,Beurys Lake ,60536
FL,Midway  (Santa Rosa County),60540
OH,Reynoldsburg city,60549
CA,Citrus ,60553
IL,Oneida city,60556
MI,Caledonia village,60556
NY,Rouses Point village,60556
WA,Onalaska ,60556
CA,Wawona ,60559
WA,Montesano city,60563
CA,Los Berros ,60565
GA,Chattahoochee Hills city,60567
CA,Copperopolis ,60568
HI,Hanamaulu ,60568
WI,Whitelaw village,60568
PA,Cornwells Heights ,60577
PA,Ronks ,60577
CO,West Pleasant View ,60585
MN,Nicollet city,60592
MA,Peabody city,60596
MN,Cohasset city,60597
OH,Kimbolton ,60602
HI,Wheeler AFB ,60608
CA,Oxnard city,60621
CA,Davenport ,60625
CA,East Shore ,60625
CA,El Cerrito ,60625
IL,Holiday Hills village,60625
IA,Durant city,60625
IA,Keomah Village city,60625
IA,Springbrook city,60625
KS,Alden city,60625
ME,Gorham ,60625
MD,Hillsboro town,60625
MN,Conger city,60625
MN,Waltham city,60625
MS,Hide-A-Way Lake ,60625
MO,Grand Falls Plaza town,60625
NE,Sholes village,60625
NH,Belmont ,60625
NC,Germanton ,60625
ND,Buffalo city,60625
ND,Epping city,60625
ND,Glenburn city,60625
OH,Malinta village,60625
OK,Verdigris town,60625
PA,Big Beaver borough,60625
TX,Burton city,60625
TX,Old River-Winfree city,60625
VA,Middletown town,60625
WV,Clearview village,60625
WV,Green Bank ,60625
FL,Hunters Creek ,60648
IA,West Branch city,60650
GA,Tucker ,60656
CO,Byers ,60662
MD,Andrews AFB ,60662
WI,Marshall village,60667
OR,Wilsonville city,60672
CA,Cedar Ridge ,60673
PA,Orwigsburg borough,60673
CO,Leadville North ,60676
WA,Otis Orchards-East Farms ,60682
NY,Avon village,60688
MA,Salem city,60690
IL,Hoyleton village,60694
MA,Buzzards Bay ,60694
NY,Kysorville ,60694
PA,Tylersburg ,60714
WA,Key Center ,60714
WI,Greenbush ,60714
OH,Amelia village,60719
ND,Minot city,60721
MN,Mantorville city,60735
AL,Daphne city,60737
MN,St. Anthony city (Hennepin and Ramsey Counties),60742
CA,Artesia city,60749
ND,Sykeston city,60750
OH,Pitsburg village,60750
OH,Ridgeville Corners ,60750
PA,Monroe borough,60750
TX,Poth town,60750
TX,Westbrook city,60750
WY,Moorcroft town,60750
CA,Anaheim city,60752
WI,Sandy Hook ,60764
MA,Northwest Harwich ,60765
TX,Port Neches city,60768
MI,Metamora village,60769
NE,Richfield ,60774
CA,Pittsburg city,60777
NJ,Collingswood borough,60777
TX,Mauriceville ,60777
CA,Upland city,60779
ME,Topsham ,60785
TX,Maypearl city,60789
OH,North Olmsted city,60792
FL,Winter Beach ,60795
NM,Alamillo ,60795
MA,Harwich Port ,60800
PA,Honey Brook borough,60813
FL,Plantation ,60819
NJ,Dover town,60822
IL,Belle Prairie City town,60833
KS,Spearville city,60833
KY,Melbourne city,60833
MN,Racine city,60833
MT,Gallatin Gateway ,60833
NE,Shelton village,60833
NM,Cedar Hill ,60833
NC,Rockfish ,60833
OH,Fort Jennings village,60833
OH,Yellow Springs village,60833
MN,Lindstrom city,60839
PA,Meridian ,60852
TX,Sunrise Beach Village city,60852
CA,Cambria ,60858
OH,Harveysburg village,60865
TX,Iraan city,60875
WY,Point of Rocks ,60875
OH,New Bremen village,60878
MN,Goodview city,60879
PA,Elysburg ,60881
OH,Cleves village,60882
HI,Omao ,60887
HI,Waipio Acres ,60887
PA,Summit Hill borough,60887
MA,Haverhill city,60888
AL,Redstone Arsenal ,60893
NM,Rio Rancho city,60893
NY,Leicester village,60893
TX,Pine Forest city,60893
WI,Helenville ,60893
NM,Atoka ,60903
OH,Ashville village,60904
CT,Lakeville ,60905
OR,Sandy city,60908
CA,Pine Hills ,60909
IL,East Gillespie village,60909
PA,Hunker borough,60909
MI,Brighton city,60910
WI,Dousman village,60911
FL,Big Coppitt Key ,60921
WI,De Pere city,60924
LA,Harahan city,60926
HI,Kaumakani ,60938
KS,Silver Lake city,60938
MD,Ridgely town,60938
MN,Lake St. Croix Beach city,60938
NC,Bogue town,60938
PA,Fellsburg ,60938
TX,Granjeno city,60938
TX,Idalou city,60938
TX,Shallowater city,60938
WI,Lodi city,60938
VA,Dumfries town,60956
ND,Parshall city,60962
WA,Easton ,60962
MN,New Brighton city,60964
WV,Brookhaven ,60969
NY,Milton  (Ulster County),60972
TX,Farmers Branch city,60973
IL,Joliet city,60976
MD,Cockeysville ,60976
TX,Ingleside city,60977
NJ,Cliffside Park borough,60979
NY,Ballston Spa village,60989
PA,Sand Hill ,60993
NC,Ocracoke ,60994
KY,Taylor Mill city,61000
LA,Woodworth town,61000
MI,Norwood ,61000
MI,Richland village,61000
NE,Ragan village,61000
OH,Lakeline village,61000
PA,Quentin ,61000
UT,Benson ,61000
NH,Dover city,61008
WA,Silverdale ,61021
HI,Makawao ,61023
NM,Animas ,61029
WI,Combined Locks village,61034
NY,Gorham ,61036
OH,Lebanon city,61038
IL,Hennepin village,61042
IL,Penfield ,61042
NY,Farnham village,61042
NY,Meridian village,61042
OH,Delshire ,61042
PA,Barkeyville borough,61042
PA,Dunnstown ,61042
WY,Elk Mountain town,61042
TX,Live Oak city,61043
AL,Moody city,61049
CA,Santa Rosa city,61050
CO,Brighton city,61051
MA,Westfield city,61053
PA,Strasburg borough,61067
KY,Jeffersontown city,61069
DE,Ardentown village,61071
TX,DISH town,61071
VA,Blue Ridge ,61071
PA,Birdsboro borough,61078
KY,Fort Mitchell city,61090
TX,Lackland AFB ,61090
IL,Cisco village,61094
SD,Humboldt town,61094
TN,Pegram town,61094
NJ,Farmingdale borough,61101
ND,Mohall city,61111
CA,Los Alamos ,61115
SC,Goose Creek city,61122
NY,Pierrepont Manor ,61129
OH,Howland Center ,61132
MA,North Lakeville ,61133
IA,Worthington city,61136
FL,Silver Lake ,61141
MA,White Island Shores ,61146
WA,Nooksack city,61146
CA,Mira Monte ,61150
MO,Ashland city,61157
WV,Chauncey ,61157
IL,Round Lake Beach village,61159
IA,Kingsley city,61161
VT,Hartland ,61161
VA,Brightwood ,61161
CA,Idyllwild-Pine Cove ,61162
CA,Alta Sierra ,61167
FL,St. Pete Beach city,61169
IA,South Amana ,61176
FL,Pace ,61180
WI,Luxemburg village,61185
NM,La Mesilla ,61188
PA,Pocono Ranch Lands ,61190
CA,Ojai city,61192
MN,Lake Crystal city,61196
PA,Bethel ,61204
IL,Pistakee Highlands ,61210
ID,Moreland ,61222
NV,Indian Hills ,61231
NY,Lansing village,61232
WA,North Lynnwood ,61234
CA,Lake Elsinore city,61248
CA,Vernon city,61250
CO,Ward town,61250
IL,Brighton village,61250
IL,Irwin village,61250
IN,New Middletown town,61250
IA,Grand Mound city,61250
IA,Maloy city,61250
KS,Beattie city,61250
KS,Garden Plain city,61250
KS,Havensville city,61250
KS,Zenda city,61250
MD,Trappe town,61250
MN,Beaver Creek city,61250
MN,Genola city,61250
MN,Miesville city,61250
MN,New Trier city,61250
MN,Zimmerman city,61250
NE,Bennington city,61250
NE,Lorton village,61250
NM,Dora village,61250
NM,Waterflow ,61250
NY,Honeoye Falls village,61250
NY,Lakeland ,61250
NY,Rodman ,61250
NC,Minnesott Beach town,61250
ND,Ayr city,61250
ND,Bowbells city,61250
ND,Ludden city,61250
OH,Meyers Lake village,61250
OK,Pensacola town,61250
PA,Rupert ,61250
PA,Troxelville ,61250
SC,Pelion town,61250
TN,Cottontown ,61250
TX,Fairchilds village,61250
TX,Gunter city,61250
TX,Ingleside on the Bay city,61250
TX,Panorama Village city,61250
TX,Welch ,61250
VT,Hyde Park village,61250
WI,Herbster ,61250
WA,Orchards ,61263
MD,Brunswick city,61272
FL,Pembroke Pines city,61279
CA,Alto ,61283
AR,Bella Vista city,61290
TN,Rockford city,61295
MT,Park City ,61308
TX,Morgan Farm ,61316
FL,Ocoee city,61319
KY,Lakeside Park city,61319
WY,Upton town,61333
KY,Hebron Estates city,61339
VT,Woodstock village,61339
FL,Indian Rocks Beach city,61346
NJ,Dover Beaches South ,61346
WI,Fitchburg city,61346
PA,Forty Fort borough,61351
TX,Roanoke city,61358
IA,Rock Valley city,61360
IL,Hillcrest village,61364
IN,Monroe City town,61364
KS,Falun ,61364
RI,Newport East ,61364
MI,Temperance ,61371
NC,Leland town,61374
ND,Manvel city,61375
GA,Flowery Branch city,61385
OH,Berlin ,61389
TX,Bolivar Peninsula ,61393
CO,Breckenridge town,61394
WA,Fircrest city,61398
FL,Captiva ,61406
IN,Spring Grove town,61406
MN,Brownsville city,61406
WI,Collins ,61406
AL,Riverside town,61417
HI,Kalihiwai ,61429
OH,New Knoxville village,61429
CA,Rutherford ,61442
HI,Urban Honolulu ,61442
IL,Prospect Heights city,61442
MD,Overlea ,61442
NE,Friend city,61442
WA,Hansville ,61442
OR,Scappoose city,61444
PA,South Waverly borough,61450
TX,Leon Valley city,61450
LA,Cecilia ,61454
AK,Salamatof ,61458
IL,Seneca village,61458
IA,Stanton city,61458
TN,Bell Buckle town,61458
AR,White Hall city,61477
CT,Bristol city,61478
LA,Moss Bluff ,61478
IL,Erie village,61481
AL,Fairhope city,61489
MA,Agawam Town city,61494
MA,Gloucester city,61505
IA,Waverly city,61506
IL,Bensenville village,61520
FL,Hypoluxo town,61522
MI,South Lyon city,61523
NY,East Hampton North ,61523
CA,Angwin ,61531
CA,El Sobrante  (Contra Costa County),61538
AK,Wasilla city,61541
NJ,Ellisburg ,61544
ID,Hailey city,61549
FL,Kendall ,61554
AK,Point Lay ,61563
MO,Byrnes Mill city,61563
NM,Kirtland ,61563
NY,Wainscott ,61563
SD,Bowdle city,61563
CA,Madera Acres ,61573
TX,Cut and Shoot city,61579
VT,Montpelier city,61588
CA,Spaulding ,61591
MA,Russell ,61591
MD,Reisterstown ,61593
FL,Lake Belvedere Estates ,61607
ND,Foxholm ,61607
PA,Morrisville borough,61615
CA,Charter Oak ,61620
WI,Mukwonago village,61622
NJ,Washington borough,61625
AL,Homewood city,61626
PA,Trexlertown ,61629
PA,West Falls ,61635
GA,Port Wentworth city,61643
IN,Cedar Lake town,61651
WI,Brillion city,61655
GA,Between town,61667
IA,Lone Tree city,61667
IA,Vining city,61667
NY,Ames village,61667
UT,Tselakai Dezza ,61667
AR,Marion city,61669
TX,Santa Fe city,61674
KY,Reidland ,61681
NJ,Bradley Beach borough,61682
NY,Harriman village,61688
TX,Carrizo Hill ,61689
NH,Goffstown ,61690
WI,Lake Nebagamon village,61694
TX,Garden City ,61696
NJ,Barrington borough,61711
MA,Yarmouth Port ,61715
NJ,Mount Ephraim borough,61715
KS,Sublette city,61719
MN,Prinsburg city,61719
IL,Okawville village,61724
ID,Ammon city,61725
PA,St. Lawrence borough,61731
OH,Tipp City city,61732
GA,Crooked Creek ,61734
CA,Cotati city,61737
FL,Winter Springs city,61739
PA,Fairless Hills ,61739
NY,Ossining village,61746
ID,Carey city,61750
MN,Hitterdal city,61750
NY,Poland village,61750
WI,Roberts village,61750
FL,Treasure Island city,61758
OR,Canby city,61760
SC,Fort Mill town,61773
MN,Chatfield city,61786
TN,Hendersonville city,61786
MA,Millers Falls ,61793
PA,Lorane ,61793
AK,Palmer city,61797
PA,Northwest Harborcreek ,61799
MI,Twin Lake ,61802
IN,Highland town,61806
WI,Rosendale village,61806
GA,Kennesaw city,61817
MT,Turah ,61818
PA,Sun Valley ,61821
KY,Walton city,61835
IA,Malvern city,61842
FL,Cutler Bay town,61847
CA,Seacliff ,61856
AK,Fritz Creek ,61875
KS,Iuka city,61875
LA,Anacoco village,61875
MI,Glen Arbor ,61875
NE,Elmwood village,61875
NE,Elyria village,61875
NE,Halsey village,61875
OH,Osgood village,61875
PA,Rockledge borough,61875
TX,Pawnee ,61875
UT,New Harmony town,61875
NJ,Runnemede borough,61885
CA,Mokelumne Hill ,61890
PA,Kennett Square borough,61892
WI,Chain O' Lakes ,61898
FL,Citrus Park ,61911
OH,Alexandria village,61912
KY,Oakbrook ,61915
NE,Springfield city,61917
NJ,Glen Gardner borough,61917
